SalesOrg,Article,Sales_Unit,mean_y_intercept,mean_slope,stddev_slope,n
1005,100198,KG,-0.0026936718427607487,-0.153962134114151,0.5586750489273079,27
1005,100292,KG,-0.0010645161298050419,-1.3589162604709566,0.89110213831764651,88
1005,100295,KG,-0.0034452618900144127,-1.2430353842049058,0.77831494726311057,193
1005,100297,KG,0.0078892461145266546,-3.4690458835239606,1.21725369856261,225
1005,100299,KG,0.000776384926312771,-1.8574065750271509,0.96378087177447491,223
1005,100303,EA,0.0031997059797124806,-0.54498199911556111,0.47921212964697013,166
1005,100360,KG,-0.0022640686875757252,-0.10699505854278196,1.0594579100916361,66
1005,100361,KG,-3.2489486717616846e-05,0.41777060179251585,1.3734905313594625,54
1005,100373,KG,-0.017632980724667555,-0.91086744797989216,0.49434394075693633,24
1005,100384,KG,0.00041491623995102133,-2.7942278697726253,1.0118234831431048,136
1005,100419,KG,0.0035062895392625484,-0.2238598720470823,0.73287825527662565,17
1005,100427,KG,0.00495249037550859,-0.32887881757870563,0.51462819276556859,17
1005,100449,KG,-0.018101948353478156,-2.7470511112919604,0.96179608281007889,225
1005,100450,KG,-0.0071540734657012123,-2.9856644335338065,0.96426121431259437,135
1005,100453,KG,0.014111773882917643,-1.6217918112590617,0.46279512530084244,11
1005,100457,KG,0.016495078505826863,0.563118615499788,1.4087045232955144,10
1005,100462,KG,-0.0016608752382861742,-1.7230804063851437,0.98616377337631256,105
1005,100525,KG,-0.0046212692545174868,-1.3534896212885479,1.4355579619593015,132
1005,100540,KG,0.0024101077159971638,-3.1795903084714205,1.296885325544193,200
1005,100590,KG,0.001503417033356319,-3.0271191721860093,1.0346494863674864,182
1005,100593,KG,-0.0043224947923464459,-1.2922331369343112,0.49344558641224412,15
1005,100617,KG,-0.002725870074048801,-0.17581793371400825,0.52073265102969513,154
1005,100718,EA,-0.0055558840315998812,-0.32810397350332476,0.41611510278826275,53
1005,100765,KG,0.0039692459369671754,-0.69292146469521343,1.2879712654408331,10
1005,101035,KG,-0.0081724567378897,-0.12215941105014355,0.61052218935736,193
1005,101063,KG,0.0050107194032284761,-0.549066523933212,0.61358134072048109,60
1005,101067,KG,-0.0023524981988015813,-0.96133548066394026,1.2166424390972264,100
1005,10109,EA,-0.0042632393218841368,-0.72108010280901869,0.35638210702182416,528
1005,101094,KG,0.00561985780769382,-0.99870880430436171,1.0114056231049409,23
1005,101103,KG,-0.010683830653552179,-0.19321659185322776,1.2023997359329834,173
1005,101109,KG,0.00096444639269524968,-1.1588000740760716,1.2020718389143192,71
1005,101111,KG,0.001472576980367008,-0.86859530822701969,0.97444149345077868,189
1005,101147,KG,-0.0044213311334651614,-3.0458065379037711,1.490950186553073,150
1005,101149,KG,-0.0037710510194855218,-1.7459951961584717,1.034973789575625,203
1005,10120,KG,0.00715190040922303,-0.730090807587386,0.42435773103352892,52
1005,10122,EA,-0.0014492425102301521,-0.24199168645470204,0.55333263030214608,101
1005,101472,EA,0.0018777184080528626,-1.3181980936596094,1.1221611741838295,278
1005,101610,EA,-0.019462718073570608,-3.6590845987789598,0.6729626666850963,965
1005,101624,EA,0.0037239040486330682,-1.6336228574586662,0.50727274238328013,733
1005,101638,EA,0.0036359874409779254,-2.0664770011513616,0.46415357222897968,956
1005,101674,KG,0.0018309596274387373,-1.0054762471126582,0.68586503903869422,20
1005,101697,EA,-0.001738335777226818,-0.898017014625534,0.43859539915236917,864
1005,101838,KG,-0.01077949078350451,0.05918751867148947,0.93330628548846062,192
1005,101839,KG,-0.015814615929778456,0.90346061437606184,1.0203423844135,39
1005,101988,KG,0.0041716578780493932,-0.45815776821701903,0.8791979506172789,41
1005,102024,KG,-0.0030834661997691444,0.022287224868572583,0.76834836170883669,84
1005,102097,KG,-0.00704554711323425,-0.081610600928758367,0.31484281395523012,44
1005,102107,EA,-0.0047747230170583268,-1.1932729678493503,0.82980215302561156,22
1005,10239,KG,-4.43030337701942e-05,-0.79635991800760464,0.54220635315306343,54
1005,10305,EA,-0.002846974777825367,-1.646996479547163,0.89076839349603809,971
1005,10320,EA,0.00072547037181595214,-0.7865137806024538,0.8814679646164969,639
1005,103725,EA,0.00074343454507330893,-1.1676961819419387,0.679506651362545,776
1005,10384,EA,-0.00082549658885513349,-2.0310579972668306,0.86844538038008556,524
1005,103984,EA,8.8339824992480264e-05,-1.1340016604954746,0.63163058164144614,945
1005,104193,EA,-0.0028178058550979079,-0.60312283790907806,0.6374479094006491,25
1005,104352,EA,-0.0052699535462236435,-0.57885888736627811,0.79065758097624816,174
1005,104353,EA,-0.00398556347564316,-0.5909206458087447,0.74763553195062959,77
1005,104407,EA,0.0018839351994094737,-1.5789147464100424,0.57879674182202423,951
1005,104543,KG,4.6102829932503052e-05,-1.1403744839308085,1.5774120683633059,22
1005,104616,KG,0.0071567569427531952,-0.80708827113624682,0.51648691523794854,651
1005,104878,EA,-0.0040572448297100131,-0.84975671108137729,0.4533695324694631,699
1005,10490,EA,-0.007473298936445022,-1.9720812952505586,1.3020461260894125,800
1005,105119,KG,0.00014501056828834184,-0.24975695977179879,0.31400796222452487,15
1005,105221,EA,0.003006659840396924,-0.27043477703225371,0.587267949380997,67
1005,105598,EA,-0.0026398035067230407,1.2726449068413683,1.7613041520866131,40
1005,10585,EA,-0.0057535769078908457,-1.3703337039372343,0.81483400372634085,54
1005,10587,EA,-0.0019527338472237923,-1.5327472145334304,0.62392197516805659,959
1005,105913,EA,0.016896757909412526,-1.2145301331660314,0.79579024255754727,881
1005,105914,EA,0.004164264954880011,-2.3831491834366916,0.75427053175323566,971
1005,105919,KG,-2.7890555865220127e-05,-2.3350250552390035,0.68648822464416892,971
1005,105925,EA,-0.0083483704839268248,-1.2610816454391747,0.33386701386900192,965
1005,105926,EA,-0.0016726909892701269,-0.83315219287889308,1.2309991226480843,532
1005,105931,EA,-0.010412290703227686,-0.33697289946581632,0.42040270600715063,35
1005,106193,EA,-0.011126640653286588,-1.3636625106115599,0.625001713110888,925
1005,106246,EA,0.00655083331331432,-1.3378026795420601,1.4725057577916187,172
1005,106256,EA,-0.0027262898977203631,-0.69648592585449476,0.977322591196104,246
1005,106299,EA,-0.002117173911492382,-0.75198828191854949,0.49323058134845305,101
1005,10634,EA,-0.00026406042800045993,-1.7533386873874872,0.545085306258971,942
1005,106351,EA,0.00067310960577753108,-0.832542691317385,0.60957211744563566,928
1005,106375,EA,-0.011965129268568516,-0.88512855647157762,0.57594276331694116,87
1005,10638,EA,-0.0070686304272839845,-1.4293985667027258,0.50813330431878567,597
1005,106542,KG,-0.016577155041121051,1.4759090660351157,4.1215838417309527,17
1005,106656,EA,-0.0036158456525198415,-0.36273480151830373,0.67124401014692292,234
1005,106658,EA,0.00031877041213309584,-0.41475307913838577,0.61039195434560112,394
1005,106661,EA,0.0019296442780226755,-0.32149975941634634,0.62432141217596138,162
1005,106875,EA,-0.016491835292023648,0.21240999351039958,0.656902529578565,15
1005,10703,EA,-0.033183397183447753,-2.1541095834231716,0.64494755655720915,108
1005,107704,EA,-0.018139866715988433,-2.7193134300487438,0.879293049583364,957
1005,1078,EA,0.0031185449323196039,-2.7055526800337653,0.692396282532275,963
1005,107839,EA,0.0068739983522696632,-1.2119536217776159,0.39995940962866888,100
1005,10786,EA,-0.027108063792706163,-1.1254145357793821,0.62071331221151993,269
1005,1079,EA,0.0013257278320651402,-2.8173752163202779,0.72889659809672336,959
1005,108285,EA,-0.048247732114355013,-1.1404530892627156,1.0401293892183456,13
1005,10829,EA,-0.00597943751691139,-1.3324214680771462,0.3991320142707464,773
1005,10830,EA,-0.0011692550195538526,-1.2834762357845757,0.38703473188519971,742
1005,108430,EA,-0.0095880899574501272,-2.1787510303588533,0.7982320611505358,99
1005,108431,EA,-0.002639415683763482,-1.600894093970294,0.52559264695039321,100
1005,10848,EA,0.0010071624358078163,-1.9711158560088489,0.9173039233739706,523
1005,108561,EA,0.0038968001300518115,-0.8572323119661921,0.60232095016310438,97
1005,108563,EA,0.011397256180991494,-0.70709780764094643,0.46809513926737695,100
1005,108670,EA,0.001242270383566282,-2.5436550001042293,0.87991832837580686,89
1005,108688,KG,0.012366519635005513,-0.81442035892761511,0.52510325784742662,67
1005,1087,EA,0.0010420657316729249,-1.7463578090386251,0.68783304720293348,831
1005,109099,EA,0.0015342659492905118,-1.0095695837823138,0.66873573794908359,955
1005,109101,EA,0.0020970875741723959,0.437608789173138,1.4544607663008859,105
1005,109102,EA,0.0021735730709755508,0.36350101144570279,1.2210701848292824,265
1005,109223,EA,-0.0022571069551994187,-0.87102362843005088,0.657327345713648,186
1005,109224,EA,0.0010033723507403118,-0.51781144742906082,0.75675199575388941,165
1005,109225,EA,0.0069195324754261524,-0.59858270583418272,0.54581499043287218,140
1005,109226,EA,0.0015696224644487582,-0.67847127066485768,0.555996947807458,140
1005,10927,EA,-0.0011854441934389514,-1.8793434853130757,1.026988094628112,376
1005,109275,EA,0.0040858094840891691,-0.78234762253835421,0.656765775204278,44
1005,1096,EA,-0.011751046835014605,-0.71760597908570767,0.37888614008216054,341
1005,109732,KG,-0.0061515242025841615,-0.47224700110440937,0.45379951635354737,225
1005,109736,KG,0.0038248145953464451,-1.180570330008442,0.746067764176451,324
1005,109737,KG,-0.00688860344619082,-1.377227694157918,0.67358816464740834,137
1005,109738,KG,0.0027054328892102096,-1.2772328400523116,0.60414987897703853,169
1005,10994,EA,-0.0055222650563732222,-1.0953104500814728,0.47696285574067931,773
1005,1100,EA,0.0034618362548697978,-0.92177912474212353,0.31175211249816359,692
